sample_id,sampling_id,sample_type,code,property,date,amphibian_spp,amphibian_svl,amphibian_weight,amphibian_sex,amphibian_age,amphibian_notes,pcr_ct,pcr_qty,pcr_ipc_ct,pcr_inhibited,infected,zsp_eq,vernal
cln_452,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,PSRE,30.3,2.25,m,adult,,0,0,33.2891,0,0,0,0
cln_453,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,PSRE,29.7,3,m,adult,,0,0,33.5281,0,0,0,0
cln_454,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,RACA,NA,NA,m,adult,too large to weigh/measure,0,0,33.1265,0,0,0,0
cln_455,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,RACA,NA,NA,NA,adult,too large to weigh/measure,32.006,1.73989,32.147,0,1,139.191,0
cln_456,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,PSRE,37.3,7.5,f,adult,gravid female,0,0,33.3782,0,0,0,0
cln_457,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,PSRE,32.2,3,m,adult,,0,0,32.5627,0,0,0,0
cln_458,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,PSRE,32,3.5,m,adult,,29.1782,9.93085,30.1884,0,1,794.468,0
cln_459,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,PSRE,29.9,3.25,f,adult,,0,0,33.0449,0,0,0,0
cln_460,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,RACA,95.3,85,NA,adult,,0,0,33.4733,0,0,0,0
cln_461,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,RACA,43.1,11,NA,juvenile,,33.3378,0.766017,33.0396,0,1,61.281,0
cln_462,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,RACA,46.9,9,NA,juvenile,,36.5624,0.105099,33.298,0,1,8.408,0
cln_463,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,PSRE,28.5,3,m,adult,,0,0,32.7445,0,0,0,0
cln_464,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,RACA,42.9,8.5,NA,juvenile,,33.257,0.805079,32.2405,0,1,64.406,0
cln_465,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,RACA,61.8,20,NA,juvenile,,27.4092,29.5279,28.9117,0,1,2362.232,0
cln_466,Mar_22,swab,CABIN,Blue Oak Ranch Reserve,3/24/22,RACA,46.4,9,NA,juvenile,,29.0595,10.6845,30.1951,0,1,854.76,0
cln_467,Mar_22,swab,GRAMPS,Blue Oak Ranch Reserve,3/24/22,PSRE,31.5,2.75,m,adult,,0,0,32.7035,0,0,0,0
cln_468,Mar_22,swab,GRAMPS,Blue Oak Ranch Reserve,3/24/22,PSRE,29.8,3.5,m,adult,,35.309,0.227453,33.4762,0,1,18.196,0
cln_469,Mar_22,swab,GRAMPS,Blue Oak Ranch Reserve,3/24/22,PSRE,29,2.5,m,adult,,36.5894,0.103366,33.0698,0,1,8.269,0
cln_470,Mar_22,swab,GRAMPS,Blue Oak Ranch Reserve,3/24/22,TASP,66.2,16,f,adult,,0,0,32.9928,0,0,0,0
cln_471,Mar_22,swab,GDPND006,Garin Dry Creek Regional Park,3/25/22,PSRE,31.5,4,m,adult,,24.6694,159.66,26.7661,0,1,12772.8,0
cln_472,Mar_22,swab,GDPND006,Garin Dry Creek Regional Park,3/25/22,PSRE,37.3,5.5,m,adult,,33.1987,0.834544,32.3566,0,1,66.764,0
cln_473,Mar_22,swab,GDPND006,Garin Dry Creek Regional Park,3/25/22,RADR,51.7,13.5,NA,adult,,35.3038,0.228191,32.62,0,1,18.255,0
cln_474,Mar_22,swab,GDPND006,Garin Dry Creek Regional Park,3/25/22,PSRE,32,3,m,adult,,29.4703,8.29572,30.2845,0,1,663.658,0
cln_475,Mar_22,swab,GDPND006,Garin Dry Creek Regional Park,3/25/22,PSRE,34,3.5,m,adult,,29.8136,6.7147,30.3679,0,1,537.176,0
cln_476,Mar_22,swab,GDPND005,Garin Dry Creek Regional Park,3/25/22,TASP,72.3,21,f,adult,COW ATTACK! Had to stop swabbing/ amphibian sampling,36.436,0.113605,33.0577,0,1,9.088,0
cln_477,Mar_22,swab,GDPND008,Garin Dry Creek Regional Park,3/25/22,PSRE,32,4,m,adult,COW ATTACK! Had to stop swabbing/ amphibian sampling,0,0,34.2838,0,0,0,1
cln_478,Mar_22,swab,GDPND008,Garin Dry Creek Regional Park,3/25/22,PSRE,32.8,3,m,adult,COW ATTACK! Had to stop swabbing/ amphibian sampling,0,0,33.2557,0,0,0,1
cln_479,Mar_22,swab,GDPND008,Garin Dry Creek Regional Park,3/25/22,PSRE,32.8,3,m,adult,COW ATTACK! Had to stop swabbing/ amphibian sampling,34.5916,0.353843,32.9813,0,1,28.307,1
cln_480,Mar_22,swab,GDPND008,Garin Dry Creek Regional Park,3/25/22,TASP,65.2,13.5,f,adult,COW ATTACK! Had to stop swabbing/ amphibian sampling,37.4647,0.0602863,33.463,0,1,4.823,1
cln_481,Mar_22,swab,BARN,Blue Oak Ranch Reserve,3/25/22,PSRE,34.7,4.5,m,adult,,0,0,32.9494,0,0,0,1
cln_482,Mar_22,swab,BARN,Blue Oak Ranch Reserve,3/25/22,PSRE,34.1,3.25,m,adult,,33.1716,0.84855,32.2362,0,1,67.884,1
cln_483,Mar_22,swab,PRPND010,Pleasanton Ridge Regional Park,3/26/22,BUBO,85.4,117,f,adult,,0,0,33.3463,0,0,0,0
cln_484,Mar_22,swab,PRPND010,Pleasanton Ridge Regional Park,3/26/22,PSRE,32,2.75,m,adult,,0,0,33.1872,0,0,0,0
cln_485,Mar_22,swab,PRPND010,Pleasanton Ridge Regional Park,3/26/22,PSRE,36.8,4.75,m,adult,,0,0,33.1913,0,0,0,0
cln_486,Mar_22,swab,PRPND010,Pleasanton Ridge Regional Park,3/26/22,PSRE,37,4.25,f,adult,,0,0,33.1355,0,0,0,0
cln_487,Mar_22,swab,PRPND010,Pleasanton Ridge Regional Park,3/26/22,PSRE,37.5,3.5,m,adult,,0,0,33.1387,0,0,0,0
cln_488,Mar_22,swab,PRPND010,Pleasanton Ridge Regional Park,3/26/22,PSRE,38.9,5.75,m,adult,,0,0,33.0754,0,0,0,0
cln_489,Mar_22,swab,PRPND010,Pleasanton Ridge Regional Park,3/26/22,PSRE,38.7,5.25,f,adult,,0,0,33.1299,0,0,0,0
cln_490,Mar_22,swab,PRPND010,Pleasanton Ridge Regional Park,3/26/22,PSRE,38.5,4,m,adult,,0,0,33.4741,0,0,0,0
cln_491,Mar_22,swab,PRPND010,Pleasanton Ridge Regional Park,3/26/22,PSRE,32.3,3.25,m,adult,,0,0,33.4708,0,0,0,0
cln_492,Mar_22,swab,PRPND010,Pleasanton Ridge Regional Park,3/26/22,PSRE,39.8,7.5,f,adult,,0,0,33.6978,0,0,0,0
cln_493,Mar_22,swab,PRPND010,Pleasanton Ridge Regional Park,3/26/22,PSRE,36.4,3.25,m,adult,Red mark on leg. reddish leg,0,0,33.699,0,0,0,0
cln_494,Mar_22,swab,PRPND009,Pleasanton Ridge Regional Park,3/26/22,BUBO,81.7,70,m,adult,,0,0,33.3,0,0,0,0
cln_495,Mar_22,swab,PRPND009,Pleasanton Ridge Regional Park,3/26/22,TASP,81.4,21.5,f,adult,,0,0,33.3911,0,0,0,0
cln_496,Mar_22,swab,PRPND009,Pleasanton Ridge Regional Park,3/26/22,PSRE,34.9,5,m,adult,,0,0,33.418,0,0,0,0
cln_497,Mar_22,swab,PRPND009,Pleasanton Ridge Regional Park,3/26/22,PSRE,37.7,4.5,m,adult,,0,0,33.2377,0,0,0,0
cln_498,Mar_22,swab,PRPND004,Pleasanton Ridge Regional Park,3/26/22,BUBO,100.3,103,m,adult,,0,0,32.6934,0,0,0,0
cln_499,Mar_22,swab,PRPND004,Pleasanton Ridge Regional Park,3/26/22,BUBO,90.8,71.5,m,adult,,29.6061,7.62982,30.7273,0,1,610.386,0
cln_500,Mar_22,swab,PRPND004,Pleasanton Ridge Regional Park,3/26/22,TASP,64.5,10.5,f,adult,,0,0,30.6037,0,0,0,0
cln_501,Mar_22,swab,PRPND004,Pleasanton Ridge Regional Park,3/26/22,TASP,71.7,15,f,adult,,0,0,30.5374,0,0,0,0
cln_502,Mar_22,swab,PRPND004,Pleasanton Ridge Regional Park,3/26/22,BUBO,30.1,3.25,NA,juvenile,,0,0,29.9735,0,0,0,0
cln_503,Mar_22,swab,PRPND004,Pleasanton Ridge Regional Park,3/26/22,BUBO,20.4,1,NA,juvenile,,0,0,30.2956,0,0,0,0
cln_504,Mar_22,swab,PRPND004,Pleasanton Ridge Regional Park,3/26/22,BUBO,27.6,2.5,NA,juvenile,,33.1169,0.629229,30.1233,0,1,50.338,0
cln_505,Mar_22,swab,PRPND004,Pleasanton Ridge Regional Park,3/26/22,BUBO,24.4,2.5,NA,juvenile,,0,0,30.4651,0,0,0,0
cln_506,Mar_22,swab,PRPND004,Pleasanton Ridge Regional Park,3/26/22,BUBO,19.7,0.25,NA,juvenile,,0,0,30.2347,0,0,0,0
cln_507,Mar_22,swab,PRPND004,Pleasanton Ridge Regional Park,3/26/22,BUBO,25.2,2.25,NA,juvenile,,0,0,30.8857,0,0,0,0
cln_508,Mar_22,swab,PRPND004,Pleasanton Ridge Regional Park,3/26/22,BUBO,25,1.75,NA,juvenile,,0,0,30.3731,0,0,0,0
cln_509,Mar_22,swab,PRPND004,Pleasanton Ridge Regional Park,3/26/22,BUBO,29.8,3,NA,juvenile,,0,0,30.5482,0,0,0,0
cln_510,Mar_22,swab,PRPND004,Pleasanton Ridge Regional Park,3/26/22,BUBO,23.9,1.75,NA,juvenile,,0,0,30.6151,0,0,0,0
cln_511,Mar_22,swab,PRPND004,Pleasanton Ridge Regional Park,3/26/22,BUBO,23.5,1.5,NA,juvenile,,0,0,30.3559,0,0,0,0
cln_512,Mar_22,swab,PRPND003,Pleasanton Ridge Regional Park,3/26/22,PSRE,35.4,4.25,m,adult,,37.4414,0.036918,30.3139,0,1,2.953,0
cln_513,Mar_22,swab,PRPND002,Pleasanton Ridge Regional Park,3/26/22,PSRE,33.4,3.5,m,adult,,25.9876,67.475,27.1434,0,1,5398,1
cln_514,Mar_22,swab,PRPND002,Pleasanton Ridge Regional Park,3/26/22,PSRE,34.2,3.25,m,adult,,30.1299,4.46138,29.4315,0,1,356.91,1
cln_515,Mar_22,swab,PRPND002,Pleasanton Ridge Regional Park,3/26/22,PSRE,34.7,3.75,m,adult,,36.1619,0.0854302,30.7366,0,1,6.834,1
cln_516,Mar_22,swab,PRPND002,Pleasanton Ridge Regional Park,3/26/22,PSRE,32.7,2.75,m,adult,,0,0,30.5524,0,0,0,1
cln_517,Mar_22,swab,PRPND002,Pleasanton Ridge Regional Park,3/26/22,PSRE,38,5.5,f,adult,,0,0,30.42,0,0,0,1
cln_518,Mar_22,swab,PRPND002,Pleasanton Ridge Regional Park,3/26/22,PSRE,30.1,3,m,adult,Missing left foot hand at elbow,0,0,30.3071,0,0,0,1
cln_519,Mar_22,swab,PRPND002,Pleasanton Ridge Regional Park,3/26/22,BUBO,55.1,20.5,f,adult,,0,0,30.3152,0,0,0,1
cln_520,Mar_22,swab,WEST,Blue Oak Ranch Reserve,3/26/22,BUBO,71.8,41,m,adult,,0,0,30.2699,0,0,0,0
cln_521,Mar_22,swab,WEST,Blue Oak Ranch Reserve,3/26/22,BUBO,72.8,40,m,adult,,37.7112,0.030932,30.1848,0,1,2.475,0
cln_522,Mar_22,swab,WEST,Blue Oak Ranch Reserve,3/26/22,BUBO,76.3,56.5,f,adult,,0,0,29.818,0,0,0,0
cln_523,Mar_22,swab,WEST,Blue Oak Ranch Reserve,3/26/22,BUBO,64.2,31.5,f,adult,,0,0,30.046,0,0,0,0
cln_524,Mar_22,swab,WEST,Blue Oak Ranch Reserve,3/26/22,BUBO,61.9,35.5,f,adult,,0,0,30.587,0,0,0,0
cln_525,Mar_22,swab,WEST,Blue Oak Ranch Reserve,3/26/22,BUBO,84.4,60.5,f,adult,,0,0,30.2267,0,0,0,0
cln_526,Mar_22,swab,WEST,Blue Oak Ranch Reserve,3/26/22,BUBO,86.2,74,f,adult,,30.0525,4.69346,29.6228,0,1,375.477,0
cln_527,Mar_22,swab,WEST,Blue Oak Ranch Reserve,3/26/22,BUBO,75.5,52.5,m,adult,,39.0644,0.0127358,30.5771,0,1,1.019,0
cln_528,Mar_22,swab,WEST,Blue Oak Ranch Reserve,3/26/22,BUBO,74.1,53.5,f,adult,,0,0,30.2224,0,0,0,0
cln_529,Mar_22,swab,WEST,Blue Oak Ranch Reserve,3/26/22,BUBO,85.3,58.9,f,adult,,0,0,30.4716,0,0,0,0
cln_530,Mar_22,swab,WEST,Blue Oak Ranch Reserve,3/26/22,RACA,69.9,46.5,NA,adult,Lethargic,36.4073,0.0727324,30.4214,0,1,5.819,0
cln_531,Mar_22,swab,WEST,Blue Oak Ranch Reserve,3/26/22,RACA,50.8,15,f,adult,,31.4414,1.88782,29.9051,0,1,151.026,0
cln_532,Mar_22,swab,WEST,Blue Oak Ranch Reserve,3/26/22,PSRE,36.7,5.25,NA,adult,,0,0,30.633,0,0,0,0
cln_533,Mar_22,swab,NORTH,Blue Oak Ranch Reserve,3/26/22,PSRE,31.2,3,m,adult,,0,0,31.247,0,0,0,1
cln_534,Mar_22,swab,NORTH,Blue Oak Ranch Reserve,3/26/22,PSRE,34,3,f,adult,,0,0,30.6416,0,0,0,1
cln_535,May_22,swab,CABIN,Blue Oak Ranch Reserve,5/6/22,RACA,58.6,20,NA,juvenile,,35.0443,0.200176,31.2673,0,1,16.014,0
cln_536,May_22,swab,CABIN,Blue Oak Ranch Reserve,5/6/22,RACA,54,18,NA,juvenile,,31.2573,2.42818,31.585,0,1,194.254,0
cln_537,May_22,swab,CABIN,Blue Oak Ranch Reserve,5/6/22,RACA,76.8,43.5,NA,juvenile,,31.2163,2.49475,31.511,0,1,199.58,0
cln_538,May_22,swab,CABIN,Blue Oak Ranch Reserve,5/6/22,RACA,57.6,20,NA,juvenile,,29.1396,9.80401,30.4188,0,1,784.321,0
cln_539,May_22,swab,CABIN,Blue Oak Ranch Reserve,5/6/22,BUBO,79.4,51.5,m,adult,nuptual pad and release calls,0,0,31.7508,0,0,0,0
cln_540,May_22,swab,CABIN,Blue Oak Ranch Reserve,5/6/22,PSRE,28.1,2,m,adult,,28.3501,16.4956,29.4396,0,1,1319.648,0
cln_542,May_22,swab,GRAMPS,Blue Oak Ranch Reserve,5/6/22,BUBO,95.8,101,m,adult,"missing left front arm, not rinsed before swabbing",0,0,31.7257,0,0,0,0
cln_543,May_22,swab,GRAMPS,Blue Oak Ranch Reserve,5/6/22,PSRE,19.6,1,NA,juvenile,43,0,0,32.1645,0,0,0,0
cln_544,May_22,swab,GRAMPS,Blue Oak Ranch Reserve,5/6/22,PSRE,15.5,1,NA,juvenile,44,0,0,31.7393,0,0,0,0
cln_545,May_22,swab,GRAMPS,Blue Oak Ranch Reserve,5/6/22,PSRE,16,1,NA,juvenile,44,0,0,32.0132,0,0,0,0
cln_546,May_22,swab,GRAMPS,Blue Oak Ranch Reserve,5/6/22,PSRE,15.2,1,NA,juvenile,45,0,0,32.3852,0,0,0,0
cln_547,May_22,swab,GDPND006,Garin Dry Creek Regional Park,5/7/22,PSRE,18.6,1.25,NA,juvenile,44,0,0,31.9828,0,0,0,0
cln_548,May_22,swab,GDPND006,Garin Dry Creek Regional Park,5/7/22,PSRE,17.1,0.75,NA,juvenile,44,0,0,32.1954,0,0,0,0
cln_549,May_22,swab,GDPND005,Garin Dry Creek Regional Park,5/7/22,PSRE,16.4,0.75,NA,juvenile,45,39.0716,0.014085,32.2832,0,1,1.127,0
cln_550,May_22,swab,GDPND009,Garin Dry Creek Regional Park,5/7/22,PSRE,18.4,0.5,NA,juvenile,"44, frog not rinsed, swab dropped",0,0,31.9335,0,0,0,0
cln_551,May_22,swab,GDPND009,Garin Dry Creek Regional Park,5/7/22,PSRE,18.2,0.5,NA,juvenile,45,0,0,32.3894,0,0,0,0
cln_572,May_22,swab,BARN,Blue Oak Ranch Reserve,5/7/22,PSRE,16.7,0.5,NA,juvenile,,34.5859,0.270774,32.4465,0,1,21.662,1
cln_573,May_22,swab,BARN,Blue Oak Ranch Reserve,5/7/22,PSRE,18,0.5,NA,juvenile,,0,0,32.1506,0,0,0,1
cln_574,May_22,swab,BARN,Blue Oak Ranch Reserve,5/7/22,PSRE,15.9,0.5,NA,juvenile,,0,0,32.7126,0,0,0,1
cln_575,May_22,swab,BARN,Blue Oak Ranch Reserve,5/7/22,PSRE,14.7,0.5,NA,juvenile,,0,0,0,0,0,0,1
cln_576,May_22,swab,BARN,Blue Oak Ranch Reserve,5/7/22,PSRE,17.7,0.75,NA,juvenile,,0,0,31.8947,0,0,0,1
cln_577,May_22,swab,BARN,Blue Oak Ranch Reserve,5/7/22,PSRE,16.1,1.6,NA,juvenile,,0,0,32.2104,0,0,0,1
cln_578,May_22,swab,BARN,Blue Oak Ranch Reserve,5/7/22,PSRE,16.5,0.5,NA,juvenile,,0,0,32.0314,0,0,0,1
cln_579,May_22,swab,BARN,Blue Oak Ranch Reserve,5/7/22,PSRE,18.7,0.5,NA,juvenile,,0,0,32.2652,0,0,0,1
cln_580,May_22,swab,BARN,Blue Oak Ranch Reserve,5/7/22,PSRE,16.2,0.5,NA,juvenile,"red legs, tail stub",0,0,31.9839,0,0,0,1
cln_581,May_22,swab,BARN,Blue Oak Ranch Reserve,5/7/22,PSRE,16.6,1,NA,juvenile,"red legs, sloughing",0,0,32.3865,0,0,0,1
cln_582,May_22,swab,PRPND010,Pleasanton Ridge Regional Park,5/8/22,PSRE,38,6.5,f,adult,"likely gravid, very round",32.4099,1.13605,31.635,0,1,90.884,0
cln_583,May_22,swab,PRPND010,Pleasanton Ridge Regional Park,5/8/22,PSRE,33.5,3,m,adult,,23.1799,497.867,25.3428,0,1,39829.36,0
cln_584,May_22,swab,PRPND010,Pleasanton Ridge Regional Park,5/8/22,PSRE,31.8,3,m,adult,,31.0177,2.84366,30.7844,0,1,227.493,0
cln_585,May_22,swab,PRPND010,Pleasanton Ridge Regional Park,5/8/22,PSRE,20.6,0.5,NA,juvenile,44,0,0,32.0072,0,0,0,0
cln_586,May_22,swab,PRPND010,Pleasanton Ridge Regional Park,5/8/22,PSRE,19.9,0.75,NA,juvenile,45,0,0,31.9476,0,0,0,0
cln_587,May_22,swab,PRPND010,Pleasanton Ridge Regional Park,5/8/22,PSRE,21.1,0.75,NA,juvenile,45,0,0,32.4944,0,0,0,0
cln_588,May_22,swab,PRPND010,Pleasanton Ridge Regional Park,5/8/22,PSRE,21.4,1,NA,juvenile,45,36.6144,0.0711264,32.6622,0,1,5.69,0
cln_589,May_22,swab,PRPND010,Pleasanton Ridge Regional Park,5/8/22,PSRE,20.4,0,NA,juvenile,45,0,0,42.5078,1,0,0,0
cln_590,May_22,swab,PRPND010,Pleasanton Ridge Regional Park,5/8/22,PSRE,18,0.5,NA,juvenile,45,0,0,31.8618,0,0,0,0
cln_591,May_22,swab,PRPND009,Pleasanton Ridge Regional Park,5/8/22,PSRE,16.7,0.5,NA,juvenile,"very windy!! use weights with caution, 44",0,0,31.4668,0,0,0,0
cln_592,May_22,swab,PRPND009,Pleasanton Ridge Regional Park,5/8/22,PSRE,15.9,0.5,NA,juvenile,"very windy!! use weights with caution, 44",0,0,31.8915,0,0,0,0
cln_593,May_22,swab,PRPND009,Pleasanton Ridge Regional Park,5/8/22,PSRE,15.5,0.5,NA,juvenile,"very windy!! use weights with caution, 45",0,0,31.9269,0,0,0,0
cln_594,May_22,swab,PRPND009,Pleasanton Ridge Regional Park,5/8/22,PSRE,17.3,0.5,NA,juvenile,"very windy!! use weights with caution, 45",0,0,31.911,0,0,0,0
cln_595,May_22,swab,PRPND009,Pleasanton Ridge Regional Park,5/8/22,PSRE,16,0.5,NA,juvenile,"very windy!! use weights with caution, 44",0,0,32.4227,0,0,0,0
cln_596,May_22,swab,PRPND003,Pleasanton Ridge Regional Park,5/8/22,BUBO,10,0,NA,juvenile,"just let toadlets walk on swab, too small and too windy to weigh, <0.5g, gs45",0,0,32.1184,0,0,0,0
cln_597,May_22,swab,PRPND003,Pleasanton Ridge Regional Park,5/8/22,BUBO,10.4,0,NA,juvenile,"just let toadlets walk on swab, too small and too windy to weigh, <0.5g, gs45",0,0,32.0817,0,0,0,0
cln_598,May_22,swab,PRPND003,Pleasanton Ridge Regional Park,5/8/22,BUBO,10.7,0,NA,juvenile,"just let toadlets walk on swab, too small and too windy to weigh, <0.5g, gs45",0,0,32.2988,0,0,0,0
cln_599,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,BUBO,18.7,0.5,NA,juvenile,,0,0,32.123,0,0,0,1
cln_600,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,BUBO,16.4,0.75,NA,juvenile,,0,0,32.0536,0,0,0,1
cln_601,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,BUBO,20.8,0.75,NA,juvenile,,0,0,32.2117,0,0,0,1
cln_602,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,BUBO,20.2,0.75,NA,juvenile,,0,0,32.1113,0,0,0,1
cln_603,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,BUBO,18.7,0,NA,juvenile,,0,0,31.9856,0,0,0,1
cln_604,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,BUBO,20,0.25,NA,juvenile,,0,0,31.8894,0,0,0,1
cln_605,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,BUBO,21,0.75,NA,juvenile,,0,0,32.3183,0,0,0,1
cln_606,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,BUBO,21.1,0.75,NA,juvenile,,0,0,31.8893,0,0,0,1
cln_607,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,BUBO,17.8,0.75,NA,juvenile,,0,0,31.8492,0,0,0,1
cln_608,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,BUBO,18.3,0.5,NA,juvenile,,0,0,32.0078,0,0,0,1
cln_609,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,PSRE,22.3,0.75,NA,juvenile,46,0,0,32.5304,0,0,0,1
cln_610,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,PSRE,18.1,0.75,NA,juvenile,44,0,0,32.5143,0,0,0,1
cln_611,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,PSRE,20.7,1,NA,juvenile,46,0,0,32.0621,0,0,0,1
cln_612,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,PSRE,19.1,1.25,NA,juvenile,46,0,0,32.1114,0,0,0,1
cln_613,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,PSRE,18.2,0.5,NA,juvenile,46,0,0,32.2283,0,0,0,1
cln_614,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,PSRE,19.3,0.75,NA,juvenile,46,0,0,31.9659,0,0,0,1
cln_615,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,PSRE,20.6,0.5,NA,juvenile,,0,0,32.4039,0,0,0,1
cln_616,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,PSRE,20.1,0.75,NA,juvenile,,0,0,31.4011,0,0,0,1
cln_617,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,PSRE,21.4,1,NA,juvenile,,0,0,31.605,0,0,0,1
cln_618,May_22,swab,PRPND002,Pleasanton Ridge Regional Park,5/8/22,PSRE,19.3,0.75,NA,juvenile,,0,0,31.9454,0,0,0,1
cln_619,May_22,swab,WEST,Blue Oak Ranch Reserve,5/8/22,PSRE,20.1,0.75,NA,juvenile,45,0,0,31.9141,0,0,0,0
cln_620,May_22,swab,WEST,Blue Oak Ranch Reserve,5/8/22,PSRE,20,0.75,NA,juvenile,44,0,0,32.114,0,0,0,0
cln_621,May_22,swab,WEST,Blue Oak Ranch Reserve,5/8/22,PSRE,19.6,0.5,NA,juvenile,44,0,0,31.9246,0,0,0,0
cln_622,May_22,swab,WEST,Blue Oak Ranch Reserve,5/8/22,PSRE,20.1,0.5,NA,juvenile,45,0,0,32.1179,0,0,0,0
cln_623,May_22,swab,WEST,Blue Oak Ranch Reserve,5/8/22,PSRE,18.2,0,NA,juvenile,46,0,0,31.8047,0,0,0,0
cln_624,May_22,swab,WEST,Blue Oak Ranch Reserve,5/8/22,PSRE,20,0.5,NA,juvenile,44,0,0,32.0399,0,0,0,0
cln_625,May_22,swab,WEST,Blue Oak Ranch Reserve,5/8/22,PSRE,19.1,0.5,NA,juvenile,45,0,0,32.0566,0,0,0,0
cln_626,May_22,swab,WEST,Blue Oak Ranch Reserve,5/8/22,PSRE,17,0.5,NA,juvenile,45,0,0,32.3623,0,0,0,0
cln_627,May_22,swab,WEST,Blue Oak Ranch Reserve,5/8/22,PSRE,18.3,0.5,NA,juvenile,46,0,0,32.3924,0,0,0,0
cln_628,May_22,swab,WEST,Blue Oak Ranch Reserve,5/8/22,PSRE,20.2,0.75,NA,juvenile,46,0,0,32.5497,0,0,0,0
cln_629,Jun_22,swab,CABIN,Blue Oak Ranch Reserve,6/17/22,PSRE,17.4,59.25,NA,juvenile,nub,38.2603,0.0260405,32.7836,0,1,2.083,0
cln_630,Jun_22,swab,CABIN,Blue Oak Ranch Reserve,6/17/22,PSRE,19,1.25,m,adult,called,0,0,32.8654,0,0,0,0
cln_631,Jun_22,swab,CABIN,Blue Oak Ranch Reserve,6/17/22,PSRE,18.6,1,NA,juvenile,45,0,0,32.7238,0,0,0,0
cln_632,Jun_22,swab,CABIN,Blue Oak Ranch Reserve,6/17/22,PSRE,21.9,0.75,NA,juvenile,45,0,0,32.6058,0,0,0,0
cln_633,Jun_22,swab,CABIN,Blue Oak Ranch Reserve,6/17/22,RADR,121,205,m,adult,,32.7753,0.938364,32.4893,0,1,75.069,0
cln_634,Jun_22,swab,CABIN,Blue Oak Ranch Reserve,6/17/22,PSRE,20.8,1,NA,juvenile,,0,0,32.6328,0,0,0,0
cln_635,Jun_22,swab,CABIN,Blue Oak Ranch Reserve,6/17/22,PSRE,17.1,1.7,NA,juvenile,45,0,0,32.56,0,0,0,0
cln_636,Jun_22,swab,CABIN,Blue Oak Ranch Reserve,6/17/22,PSRE,22.4,0.75,NA,juvenile,45,0,0,33.1151,0,0,0,0
cln_637,Jun_22,swab,CABIN,Blue Oak Ranch Reserve,6/17/22,PSRE,19.7,0.5,NA,juvenile,45,0,0,33.1225,0,0,0,0
cln_638,Jun_22,swab,CABIN,Blue Oak Ranch Reserve,6/17/22,PSRE,17.9,0.5,NA,juvenile,45,0,0,32.7006,0,0,0,0
cln_639,Jun_22,swab,CABIN,Blue Oak Ranch Reserve,6/17/22,PSRE,22.3,0.5,NA,juvenile,45,35.6198,0.146238,33.026,0,1,11.699,0
cln_640,Jun_22,swab,CABIN,Blue Oak Ranch Reserve,6/17/22,PSRE,22.2,0.75,NA,juvenile,,0,0,33.1303,0,0,0,0
cln_641,Jun_22,swab,CABIN,Blue Oak Ranch Reserve,6/17/22,PSRE,20.8,1,NA,juvenile,,32.4164,1.18638,32.0852,0,1,94.91,0
cln_642,Jun_22,swab,CABIN,Blue Oak Ranch Reserve,6/17/22,PSRE,19.3,0.5,NA,juvenile,,0,0,32.9382,0,0,0,0
